Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2024-08-26 00:12,2024-08-26 01:06,"Pull Up",0,7,"rpe 7.5",,,,Back,"",
2024-08-26 00:12,2024-08-26 01:06,"Pull Up",0,7,"rpe 8.5",,,,Back,"",
2024-08-26 00:12,2024-08-26 01:06,"Pull Up",0,7,"rpe 8.5",,,,Back,"",
2024-08-26 00:12,2024-08-26 01:06,"crunches buzzfit decline",0,14,"",,,,Abs,"",
2024-08-26 00:12,2024-08-26 01:06,"crunches buzzfit decline",0,14,"rpe 9",,,,Abs,"",
2024-08-26 00:12,2024-08-26 01:06,"crunches buzzfit decline",0,8,"rpe 9",,,,Abs,"",
2024-08-26 00:12,2024-08-26 01:06,"patrick step up",0,25,"",,,,Legs,"",
2024-08-26 00:12,2024-08-26 01:06,"shin splints foot exercise",0,25,"hand weight",,,,Legs,"",
2024-08-26 00:12,2024-08-26 01:06,"shin splints foot exercise",0,25,"hand weight",,,,Legs,"",
2024-08-26 00:12,2024-08-26 01:06,"lu raises",10,10,"feelsgood",,,,Shoulders,"",
2024-08-26 00:12,2024-08-26 01:06,"lu raises",15,10,"feelsgood",,,,Shoulders,"",
2024-08-26 00:12,2024-08-26 01:06,"lu raises",15,12,"feelsgood",,,,Shoulders,"",
2024-08-26 00:12,2024-08-26 01:06,"machine external rotator cuff",30,12,"",,,,Shoulders,"",
2024-08-26 00:12,2024-08-26 01:06,"machine external rotator cuff",30,12,"",,,,Shoulders,"",
2024-08-26 00:12,2024-08-26 01:06,"internal rotator cuff machine",30,12,"",,,,Shoulders,"",
2024-08-26 00:12,2024-08-26 01:06,"internal rotator cuff machine",30,12,"",,,,Shoulders,"",
2024-08-26 00:12,2024-08-26 01:06,"seated gm",30,10,"",,,,Back,"",
2024-08-26 00:12,2024-08-26 01:06,"seated gm",60,10,"pretty ayttt",,,,Back,"",
2024-08-26 00:12,2024-08-26 01:06,"seated gm",60,10,"pretty ayttt",,,,Back,"",
2024-08-26 00:12,2024-08-26 01:06,"ATG split squat",50,6,"",,,,Legs,"",
2024-08-26 00:12,2024-08-26 01:06,"ATG split squat",50,6,"",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"Pulldowns",150,10,"rpe 8",,,,Back,"",
2024-08-23 21:57,2024-08-23 22:58,"Pulldowns",150,10,"rpe 8.5",,,,Back,"",
2024-08-23 21:57,2024-08-23 22:58,"Pulldowns",160,6,"rpe 9.5",,,,Back,"",
2024-08-23 21:57,2024-08-23 22:58,"tib raises",0,27,"",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"tib raises",0,27,"",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"bent calf raises",0,25,"15 sl last ",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"bent calf raises",20,25,"15 sl last",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"patrick step up",0,25,"",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"poliquin step up",0,15,"left is tufff",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"poliquin step up",0,15,"left is tufff",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"poliquin step up",0,15,"GOOD",,,,Legs,"",
2024-08-23 21:57,2024-08-23 22:58,"poliquin step up",,,"",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"sled buzzfit",45,6,"back b forth good",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"sled buzzfit",90,10,"back, feel it feel good",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"sled buzzfit",125,10,"back good",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"sled buzzfit",90,6,"back and forth",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"Pull Up",0,10,"rpe 9",,,,Back,"",
2024-08-10 23:23,2024-08-11 01:04,"Pull Up",0,6,"rpe 7.5",,,,Back,"",
2024-08-10 23:23,2024-08-11 01:04,"Pull Up",0,6,"rpe 8.5",,,,Back,"",
2024-08-10 23:23,2024-08-11 01:04,"Pull Up",0,6,"rpe 8.5",,,,Back,"",
2024-08-10 23:23,2024-08-11 01:04,"patrick step up",0,25,"",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"poliquin step up",0,10,"left is tufff",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"poliquin step up",0,10,"good",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"poliquin step up",0,8,"explosive 😨",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"shin splints foot exercise",0,25,"hand weight",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"shin splints foot exercise",0,25,"hand weight",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"lu raises",10,10,"feelsgood",,,,Shoulders,"",
2024-08-10 23:23,2024-08-11 01:04,"lu raises",10,13,"feels a lot better than last time",,,,Shoulders,"",
2024-08-10 23:23,2024-08-11 01:04,"seated gm",20,10,"",,,,Back,"",
2024-08-10 23:23,2024-08-11 01:04,"seated gm",45,8,"pretty ayt a lil rusty",,,,Back,"",
2024-08-10 23:23,2024-08-11 01:04,"seated gm",45,10,"ok",,,,Back,"",
2024-08-10 23:23,2024-08-11 01:04,"ATG split squat",45,5,"ayt",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"ATG split squat",45,6,"ayt",,,,Legs,"",
2024-08-10 23:23,2024-08-11 01:04,"machine external rotator cuff",20,12,"",,,,Shoulders,"",
2024-08-10 23:23,2024-08-11 01:04,"machine external rotator cuff",20,12,"",,,,Shoulders,"",
2024-08-10 23:23,2024-08-11 01:04,"internal rotator cuff machine",20,12,"",,,,Shoulders,"",
2024-08-10 23:23,2024-08-11 01:04,"internal rotator cuff machine",20,12,"",,,,Shoulders,"",
2024-08-10 23:23,2024-08-11 01:04,"crunches buzzfit decline",0,8,"",,,,Abs,"",
2024-08-10 23:23,2024-08-11 01:04,"crunches buzzfit decline",0,7,"rpe 9.5",,,,Abs,"",
2024-08-10 23:23,2024-08-11 01:04,"crunches buzzfit decline",,,"",,,,Abs,"",
2024-08-05 22:07,2024-08-05 22:34,"patrick step up",0,25,"",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"poliquin step up",0,8,"left is tufff",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"poliquin step up",0,10,"good",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"poliquin step up",0,8,"explosive 😨",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"Straight Leg Deadlifts",10,10,"10 x 25 lbs",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"Straight Leg Deadlifts",40,10,"great",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"Straight Leg Deadlifts",55,10,"feels good",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"Straight Leg Deadlifts",55,10,"feels good",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"Straight Leg Deadlifts",65,10,"feels good",,,,Legs,"",
2024-08-05 22:07,2024-08-05 22:34,"machine external rotator cuff",15,10,"",,,,Shoulders,"",
2024-08-05 22:07,2024-08-05 22:34,"machine external rotator cuff",25,10,"",,,,Shoulders,"",
2024-08-05 22:07,2024-08-05 22:34,"internal rotator cuff machine",15,10,"",,,,Shoulders,"",
2024-08-05 22:07,2024-08-05 22:34,"internal rotator cuff machine",25,10,"",,,,Shoulders,"",
2024-07-31 22:12,2024-07-31 23:01,"Pull Up",0,10,"rpe 9",,,,Back,"",
2024-07-31 22:12,2024-07-31 23:01,"Pull Up",0,6,"rpe 7.5",,,,Back,"",
2024-07-31 22:12,2024-07-31 23:01,"Pull Up",0,6,"rpe 8.5",,,,Back,"",
2024-07-31 22:12,2024-07-31 23:01,"Pull Up",0,4,"rpe 7.5",,,,Back,"",
2024-07-31 22:12,2024-07-31 23:01,"shoulder proof",10,10,"good",,,,Shoulders,"",
2024-07-31 22:12,2024-07-31 23:01,"shoulder proof",15,8,"good",,,,Shoulders,"",
2024-07-31 22:12,2024-07-31 23:01,"shoulder proof",15,8,"good",,,,Shoulders,"",
2024-07-31 22:12,2024-07-31 23:01,"face pulls",7,14,"",,,,Back,"",
2024-07-31 22:12,2024-07-31 23:01,"face pulls",8,12,"",,,,Back,"",
2024-07-31 22:12,2024-07-31 23:01,"lu raises",10,12,"feelsgood, tryna fix left shoulder external rotation stiff and pain",,,,Shoulders,"",
2024-07-31 22:12,2024-07-31 23:01,"lu raises",10,13,"feels a lot better than last time",,,,Shoulders,"",
2024-07-31 22:12,2024-07-31 23:01,"lu raises",15,8,"left shoulder feel it",,,,Shoulders,"",
2024-07-31 22:12,2024-07-31 23:01,"Straight Leg Deadlifts",10,10,"",,,,Legs,"",
2024-07-31 22:12,2024-07-31 23:01,"Straight Leg Deadlifts",40,8,"feel it in left sadge",,,,Legs,"",
2024-07-31 22:12,2024-07-31 23:01,"Straight Leg Deadlifts",40,12,"feels good",,,,Legs,"",
2024-07-31 22:12,2024-07-31 23:01,"Straight Leg Deadlifts",40,12,"feels good",,,,Legs,"",
2024-07-31 22:12,2024-07-31 23:01,"Straight Leg Deadlifts",45,12,"feels good",,,,Legs,"",
2024-07-31 22:12,2024-07-31 23:01,"Squat",30,8,"heel elevated",,,,Legs,"",
2024-07-31 22:12,2024-07-31 23:01,"Squat",30,10,"heel elevated",,,,Legs,"",
2024-07-28 19:16,2024-07-28 20:16,"sprints",,,"",,,,Cardio,"",
2024-07-28 19:16,2024-07-28 20:16,"sprints",,,"",,,,Cardio,"",
2024-07-28 19:16,2024-07-28 20:16,"sprints",,,"",,,,Cardio,"",
2024-07-28 19:16,2024-07-28 20:16,"sprints",,,"",,,,Cardio,"",
2024-07-25 22:09,2024-07-25 23:10,"tib raises",0,27,"",,,,Legs,"",
2024-07-25 22:09,2024-07-25 23:10,"tib raises",0,27,"",,,,Legs,"",
2024-07-25 22:09,2024-07-25 23:10,"bent calf raises",0,25,"15 sl last ",,,,Legs,"",
2024-07-25 22:09,2024-07-25 23:10,"bent calf raises",20,25,"10 last",,,,Legs,"",
2024-07-25 22:09,2024-07-25 23:10,"lu raises",10,12,"feelsgood, tryna fix left shoulder external rotation stiff and pain",,,,Shoulders,"",
2024-07-25 22:09,2024-07-25 23:10,"lu raises",10,12,"left shoulder feel it",,,,Shoulders,"",
2024-07-25 22:09,2024-07-25 23:10,"lu raises",10,15,"left shoulder feel it",,,,Shoulders,"",
2024-07-25 22:09,2024-07-25 23:10,"shoulder proof",10,10,"good",,,,Shoulders,"",
2024-07-25 22:09,2024-07-25 23:10,"shoulder proof",15,7,"good",,,,Shoulders,"",
2024-07-25 22:09,2024-07-25 23:10,"shoulder proof",15,7,"good",,,,Shoulders,"",
2024-07-25 22:09,2024-07-25 23:10,"face pulls",7,12,"",,,,Back,"",
2024-07-25 22:09,2024-07-25 23:10,"face pulls",7,12,"",,,,Back,"",
2024-07-25 22:09,2024-07-25 23:10,"patrick step up",0,25,"",,,,Legs,"",
2024-07-25 22:09,2024-07-25 23:10,"poliquin step up",0,5,"",,,,Legs,"",
2024-07-25 22:09,2024-07-25 23:10,"poliquin step up",0,5,"",,,,Legs,"",
2024-07-25 22:09,2024-07-25 23:10,"internal rotator cuff machine",1,12,"",,,,Shoulders,"",
2024-07-25 22:09,2024-07-25 23:10,"internal rotator cuff machine",1,12,"",,,,Shoulders,"",
2024-07-22 21:12,2024-07-22 22:37,"tib raises",0,27,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"tib raises",0,27,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"bent calf raises",0,25,"10 last",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"bent calf raises",20,25,"10 last",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"Straight Leg Deadlifts",10,10,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"Straight Leg Deadlifts",40,12,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"Straight Leg Deadlifts",55,12,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"Straight Leg Deadlifts",55,12,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"Straight Leg Deadlifts",55,12,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"forearm ",10,12,"ext flex",,,,Biceps,"",
2024-07-22 21:12,2024-07-22 22:37,"forearm ",10,12,"ext flex",,,,Biceps,"",
2024-07-22 21:12,2024-07-22 22:37,"forearm ",10,12,"ext flex",,,,Biceps,"",
2024-07-22 21:12,2024-07-22 22:37,"forearm ",10,12,"ext flex",,,,Biceps,"",
2024-07-22 21:12,2024-07-22 22:37,"patrick step up",0,25,"",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"patrick step up",15,15,"good",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"patrick step up",20,15,"good",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"patrick step up",20,15,"good",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"ATG split squat",0,8,"ayt",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"ATG split squat",0,5,"ayt",,,,Legs,"",
2024-07-22 21:12,2024-07-22 22:37,"shoulder proof",15,10,"good",,,,Shoulders,"",
2024-07-22 21:12,2024-07-22 22:37,"shoulder proof",15,12," good",,,,Shoulders,"",
2024-07-22 21:12,2024-07-22 22:37,"shoulder proof",15,12," good",,,,Shoulders,"",
2024-07-17 23:15,2024-07-17 23:35,"tib raises",0,27,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"tib raises",0,27,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"bent calf raises",0,25,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"bent calf raises",20,25,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"Straight Leg Deadlifts",10,10,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"Straight Leg Deadlifts",30,10,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"Straight Leg Deadlifts",40,12,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"Straight Leg Deadlifts",50,11,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"Straight Leg Deadlifts",50,10,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"forearm ",10,12,"",,,,Biceps,"",
2024-07-17 23:15,2024-07-17 23:35,"forearm ",10,12,"",,,,Biceps,"",
2024-07-17 23:15,2024-07-17 23:35,"forearm ",10,12,"",,,,Biceps,"",
2024-07-17 23:15,2024-07-17 23:35,"forearm ",10,12,"",,,,Biceps,"",
2024-07-17 23:15,2024-07-17 23:35,"patrick step up",0,25,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"patrick step up",15,15,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"patrick step up",15,15,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"patrick step up",15,5,"",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"ATG split squat",0,8,"ayt",,,,Legs,"",
2024-07-17 23:15,2024-07-17 23:35,"ATG split squat",0,8,"ayt",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"sled buzzfit",45,10,"back good",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"sled buzzfit",90,10,"back, feel it feel good",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"sled buzzfit",115,10,"back good",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"sled buzzfit",115,10,"back great",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"sled buzzfit",45,4,"forward",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"sled buzzfit",90,6,"forward",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Straight Leg Deadlifts",20,10,"",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Straight Leg Deadlifts",40,12,"good",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Straight Leg Deadlifts",50,10,"good",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Straight Leg Deadlifts",60,12,"good",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"forearm ",10,12,"ext",,,,Biceps,"",
2024-07-12 23:26,2024-07-13 01:29,"forearm ",15,10,"ext and flex 25lbs",,,,Biceps,"",
2024-07-12 23:26,2024-07-13 01:29,"forearm ",15,11,"ext and flex 25lbs",,,,Biceps,"",
2024-07-12 23:26,2024-07-13 01:29,"forearm ",15,10,"ext and flex 15 lbs 6 reps gg",,,,Biceps,"",
2024-07-12 23:26,2024-07-13 01:29,"glute machine buzzfit",,,"",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"glute machine buzzfit",,,"",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Leg Extensions",45,10,"negatives ",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Leg Extensions",60,10,"negatives ",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Leg Extensions",60,10,"negatives ",,,,Legs,"",
2024-07-12 23:26,2024-07-13 01:29,"Leg Extensions",,,"",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"tib raises",0,27,"",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"tib raises",0,27,"",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"bent calf raises",0,25,"15 last sl",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"bent calf raises",15,25,"15 last sl",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"Straight Leg Deadlifts",10,10,"",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"Straight Leg Deadlifts",30,10,"good",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"Straight Leg Deadlifts",40,10,"",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"Straight Leg Deadlifts",40,10,"",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"forearm ",10,12,"ext",,,,Biceps,"",
2024-07-10 22:08,2024-07-10 23:10,"forearm ",15,10,"",,,,Biceps,"",
2024-07-10 22:08,2024-07-10 23:10,"forearm ",15,9,"",,,,Biceps,"",
2024-07-10 22:08,2024-07-10 23:10,"forearm ",15,8,"",,,,Biceps,"",
2024-07-10 22:08,2024-07-10 23:10,"patrick step up",0,25,"flat good",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"patrick step up",15,15,"slanted",,,,Legs,"",
2024-07-10 22:08,2024-07-10 23:10,"patrick step up",15,15,"slanted",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"Pull Up",0,10,"",,,,Back,"",
2024-07-08 21:33,2024-07-08 23:04,"Pull Up",0,10,"rpe 9",,,,Back,"",
2024-07-08 21:33,2024-07-08 23:04,"Pull Up",0,8,"rpe 9",,,,Back,"",
2024-07-08 21:33,2024-07-08 23:04,"tib raises",0,25,"",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"bent calf raises",0,25,"15 last sl",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"bent calf raises",15,25,"15 last sl",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"patrick step up",15,25,"flat!!",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"ATG split squat",,,"",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"Pulldowns",150,10,"rpe 8",,,,Back,"",
2024-07-08 21:33,2024-07-08 23:04,"Pulldowns",150,10,"rpe 8",,,,Back,"",
2024-07-08 21:33,2024-07-08 23:04,"Pulldowns",160,6,"rpe 9.5",,,,Back,"",
2024-07-08 21:33,2024-07-08 23:04,"Leg Extensions",40,10,"negatives left",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"Leg Extensions",40,12,"negatives left good",,,,Legs,"",
2024-07-08 21:33,2024-07-08 23:04,"Leg Extensions",,,"",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"Straight Leg Deadlifts",10,10,"",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"Straight Leg Deadlifts",30,10,"good",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"Straight Leg Deadlifts",40,10,"good",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"Straight Leg Deadlifts",40,10,"slow",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"glute bridge",0,10,"bw",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"glute bridge",25,10,"easy",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"glute bridge",35,10,"nice",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"glute bridge",45,10,"nice",,,,Legs,"",
2024-07-05 22:01,2024-07-05 23:13,"cable hip flexor",3,10,"side",,,,Back,"",
2024-07-05 22:01,2024-07-05 23:13,"cable hip flexor",3,12,"side",,,,Back,"",
2024-07-03 22:02,2024-07-03 23:02,"pull up spam",0,1,"5 5 5 5 5 5 4 3.75 2.15 2 ",,,,Back,"",
2024-07-03 22:02,2024-07-03 23:02,"seated gm",20,10,"",,,,Back,"",
2024-07-03 22:02,2024-07-03 23:02,"seated gm",40,8,"pretty ayt a lil rusty",,,,Back,"",
2024-07-03 22:02,2024-07-03 23:02,"seated gm",40,10,"ok",,,,Back,"",
2024-07-03 22:02,2024-07-03 23:02,"seated gm",40,10,"ok",,,,Back,"",
2024-07-03 22:02,2024-07-03 23:02,"Squat",40,8,"ecc",,,,Legs,"",
2024-07-03 22:02,2024-07-03 23:02,"Squat",40,8,"ecc",,,,Legs,"",
2024-07-03 22:02,2024-07-03 23:02,"Squat",40,8,"ecc",,,,Legs,"",
2024-07-03 22:02,2024-07-03 23:02,"banded tib knee lateral rotation",1,15,"",,,,Legs,"",
2024-07-03 22:02,2024-07-03 23:02,"banded tib knee lateral rotation",1,15,"",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"sled buzzfit",45,10,"back, rusty",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"sled buzzfit",80,10,"back, feel it",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"sled buzzfit",90,10,"back",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"sled buzzfit",90,10,"back",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"tib raises",0,27,"",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"tib raises",0,27,"",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"Straight Leg Deadlifts",10,10,"",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"Straight Leg Deadlifts",30,10,"good",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"Straight Leg Deadlifts",40,10,"eccentric slowly",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"Straight Leg Deadlifts",40,10,"good",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"Dumbbell Lateral Raises",20,10,"",,,,Shoulders,"",
2024-06-29 23:06,2024-06-30 00:52,"Dumbbell Lateral Raises",20,10,"",,,,Shoulders,"",
2024-06-29 23:06,2024-06-30 00:52,"Dumbbell Lateral Raises",20,10,"",,,,Shoulders,"",
2024-06-29 23:06,2024-06-30 00:52,"patrick step up",15,25,"flat!!",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"patrick step up",15,15,"slanted!",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"patrick step up",15,10,"slanted!",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"forearm ",10,12,"ext",,,,Biceps,"",
2024-06-29 23:06,2024-06-30 00:52,"forearm ",15,10,"ext and flex",,,,Biceps,"",
2024-06-29 23:06,2024-06-30 00:52,"forearm ",15,9,"ext and flex ",,,,Biceps,"",
2024-06-29 23:06,2024-06-30 00:52,"forearm ",15,8,"ext -- right hand negatives flex 25 lbs",,,,Biceps,"",
2024-06-29 23:06,2024-06-30 00:52,"ATG split squat",0,5,"ayt",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"ATG split squat",0,5,"ayt",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"ATG split squat",0,5,"ayt",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"box jump",0,5,"on green box good",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"box jump",0,5,"on green box",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"box jump",0,5,"on green box",,,,Legs,"",
2024-06-29 23:06,2024-06-30 00:52,"kettlebell ab drag",30,,"",,,50,Abs,"",
2024-06-29 23:06,2024-06-30 00:52,"kettlebell ab drag",30,,"",,,50,Abs,"",
2024-06-29 23:06,2024-06-30 00:52,"kettlebell ab drag",30,,"",,,50,Abs,"",
2024-06-23 22:07,2024-06-23 23:02,"ROKP",,,"5.3 ",0,0,600,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"tib raises",0,27,"",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"tib raises",0,27,"",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"bent calf raises",0,25,"15 last sl",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"bent calf raises",20,25,"10 last sl",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"patrick step up",15,25,"flat!!",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"patrick step up",15,15,"slanted!",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"glute bridge",5,20,"5 sec hold green band great",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"Straight Leg Deadlifts",10,10,"",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"Straight Leg Deadlifts",35,10,"",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"Straight Leg Deadlifts",20,10,"",,,,Legs,"",
2024-06-23 22:07,2024-06-23 23:02,"internal rotator cuff machine",1,12,"",,,,Shoulders,"",
2024-06-23 22:07,2024-06-23 23:02,"internal rotator cuff machine",2,12,"",,,,Shoulders,"",
2024-06-23 22:07,2024-06-23 23:02,"internal rotator cuff machine",2,12,"",,,,Shoulders,"",
2024-06-23 22:07,2024-06-23 23:02,"shoulder proof",10,10,"good",,,,Shoulders,"",
2024-06-23 22:07,2024-06-23 23:02,"shoulder proof",15,12," tough",,,,Shoulders,"",
2024-06-23 22:07,2024-06-23 23:02,"shoulder proof",15,12,"tough",,,,Shoulders,"",
2024-06-20 21:56,2024-06-20 23:06,"Pull Up",0,10,"",,,,Back,"",
2024-06-20 21:56,2024-06-20 23:06,"Pull Up",0,10,"rpe 9",,,,Back,"",
2024-06-20 21:56,2024-06-20 23:06,"Pull Up",0,7,"rpe 9",,,,Back,"",
2024-06-20 21:56,2024-06-20 23:06,"glute bridge",5,20,"5 sec hold green band great",,,,Legs,"",
2024-06-20 21:56,2024-06-20 23:06,"Straight Leg Deadlifts",10,10,"wup",,,,Legs,"",
2024-06-20 21:56,2024-06-20 23:06,"Straight Leg Deadlifts",30,10,"eccentric, good",,,,Legs,"",
2024-06-20 21:56,2024-06-20 23:06,"Straight Leg Deadlifts",15,10,"slow plwase",,,,Legs,"",
2024-06-20 21:56,2024-06-20 23:06,"Straight Leg Deadlifts",15,10,"slow plwase",,,,Legs,"",
2024-06-20 21:56,2024-06-20 23:06,"shoulder proof",10,10,"good",,,,Shoulders,"",
