Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2025-03-12 18:28,2025-03-12 19:59,"forearm ",15,10,"not bad",,,,Biceps,"",
2025-03-12 18:28,2025-03-12 19:59,"Pull Up",0,4,"wup  13 lbs x 2 26 lbs x 2",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"Pull Up",25,6,"2.5 mins rest",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"Pull Up",25,4,"2.5 mins rest rpe 9.5",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"Pull Up",25,4,"2 mins rest rpe 9.5",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"ATG split squat",70,8,"",,,,Legs,"",
2025-03-12 18:28,2025-03-12 19:59,"ATG split squat",70,9,"",,,,Legs,"",
2025-03-12 18:28,2025-03-12 19:59,"back extension",0,12,"ok",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"back extension",35,9,"ok",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"back extension",35,9,"ok, tuff",,,,Back,"",
2025-03-12 18:28,2025-03-12 19:59,"planche lean push ups",0,10,"",,,,Chest,"",
2025-03-12 18:28,2025-03-12 19:59,"planche lean push ups",0,9,"",,,,Chest,"",
2025-03-12 18:28,2025-03-12 19:59,"planche lean push ups",0,8,"",,,,Chest,"",
2025-03-12 18:28,2025-03-12 19:59,"shoulder proof",10,15,"",,,,Shoulders,"",
2025-03-12 18:28,2025-03-12 19:59,"shoulder proof",15,10,"nice",,,,Shoulders,"",
2025-03-12 18:28,2025-03-12 19:59,"patrick step up",0,0,"squated alr",,,,Legs,"",
2025-03-12 18:28,2025-03-12 19:59,"patrick step up",0,15,"slanted",,,,Legs,"",
2025-03-12 18:28,2025-03-12 19:59,"patrick step up",10,10,"slanted  ",,,,Legs,"",
2025-03-10 20:26,2025-03-10 21:53,"trap 3 raise",5,14,"",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"trap 3 raise",10,12,"",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"muscle ups",,,"",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"muscle ups",,,"",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"muscle ups",,,"",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"seated gm",45,10,"3 reps of 65",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"seated gm",65,3,"normal",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"seated gm",75,10,"good",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"seated gm",75,11,"good",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"seated gm",75,10,"good",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"back extension",0,12,"ok",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"back extension",20,12,"ok",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"back extension",20,12,"ok, tuff",,,,Back,"",
2025-03-10 20:26,2025-03-10 21:53,"forearm ",15,10,"ext flex good",,,,Biceps,"",
2025-03-10 20:26,2025-03-10 21:53,"forearm ",20,10,"right weak and pain by 7th rep",,,,Biceps,"",
2025-03-10 20:26,2025-03-10 21:53,"forearm ",15,10,"ext flex good",,,,Biceps,"",
2025-03-10 20:26,2025-03-10 21:53,"shoulder proof",10,15,"",,,,Shoulders,"",
2025-03-10 20:26,2025-03-10 21:53,"shoulder proof",10,15,"nice",,,,Shoulders,"",
2025-03-10 20:26,2025-03-10 21:53,"shoulder proof",10,10,"slow",,,,Shoulders,"",
2025-03-05 19:20,2025-03-05 21:22,"trap 3 raise",5,14,"",,,,Back,"",
2025-03-05 19:20,2025-03-05 21:22,"trap 3 raise",10,11,"",,,,Back,"",
2025-03-05 19:20,2025-03-05 21:22,"tib raises",0,27,"",,,,Legs,"",
2025-03-05 19:20,2025-03-05 21:22,"tib raises",0,27,"",,,,Legs,"",
2025-03-05 19:20,2025-03-05 21:22,"bent calf raises",0,25,"sl",,,,Legs,"",
2025-03-05 19:20,2025-03-05 21:22,"muscle ups",,,"",,,,Back,"",
2025-03-05 19:20,2025-03-05 21:22,"muscle ups",,,"",,,,Back,"",
2025-03-05 19:20,2025-03-05 21:22,"muscle ups",,,"",,,,Back,"",
2025-03-05 19:20,2025-03-05 21:22,"planche leans",0,0,"",,,10,Biceps,"",
2025-03-05 19:20,2025-03-05 21:22,"planche leans",0,0,"",,,10,Biceps,"",
2025-03-05 19:20,2025-03-05 21:22,"planche leans",0,0,"",,,14,Biceps,"",
2025-03-05 19:20,2025-03-05 21:22,"planche lean push ups",0,10,"",,,,Chest,"",
2025-03-05 19:20,2025-03-05 21:22,"planche lean push ups",0,10,"",,,,Chest,"",
2025-03-05 19:20,2025-03-05 21:22,"planche lean push ups",0,8,"",,,,Chest,"",
2025-03-05 19:20,2025-03-05 21:22,"patrick step up",0,25,"",,,,Legs,"",
2025-03-05 19:20,2025-03-05 21:22,"patrick step up",0,15,"slanted",,,,Legs,"",
2025-03-05 19:20,2025-03-05 21:22,"patrick step up",0,15,"slanted",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"trap 3 raise",5,14,"",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"trap 3 raise",10,10,"",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"tib raises",0,27,"",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"tib raises",0,27,"",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"Calf Raises",0,25,"sl",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"bent calf raises",0,25,"sl",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"muscle ups",0,5,"banded yellow",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"muscle ups",0,5,"banded yellow",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"muscle ups",0,5,"banded yellow",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"ATG split squat",,,"",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"ATG split squat",,,"",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"ATG split squat",0,7,"explosive",,,,Legs,"",
2025-03-03 18:56,2025-03-03 20:42,"face pulls",,,"",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"face pulls",,,"",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"face pulls",,,"",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"sprints",,,"",,,8,Cardio,"",
2025-03-03 18:56,2025-03-03 20:42,"sprints",,,"",0,0,10,Cardio,"",
2025-03-03 18:56,2025-03-03 20:42,"sprints",,,"",0,0,10,Cardio,"",
2025-03-03 18:56,2025-03-03 20:42,"seated gm",50,10,"",,,,Back,"",
2025-03-03 18:56,2025-03-03 20:42,"seated gm",50,10,"sl, tough",,,,Back,"",
2025-03-01 15:48,2025-03-01 17:35,"trap 3 raise",5,14,"",,,,Back,"",
2025-03-01 15:48,2025-03-01 17:35,"trap 3 raise",10,9,"",,,,Back,"",
2025-03-01 15:48,2025-03-01 17:35,"tib raises",0,27,"",,,,Legs,"",
2025-03-01 15:48,2025-03-01 17:35,"bent calf raises",0,25,"sl",,,,Legs,"",
2025-03-01 15:48,2025-03-01 17:35,"muscle ups",0,5,"banded orange thicc",,,,Back,"",
2025-03-01 15:48,2025-03-01 17:35,"muscle ups",0,2,"banded purp less thicc rpe 9.5",,,,Back,"",
2025-03-01 15:48,2025-03-01 17:35,"muscle ups",0,1,"banded purple less thicc rpe 9.7 + 3 negatives",,,,Back,"",
2025-03-01 15:48,2025-03-01 17:35,"Dumbbell Bicep Curl",35,3,"",,,,Biceps,"",
2025-03-01 15:48,2025-03-01 17:35,"Dumbbell Bicep Curl",35,5,"",,,,Biceps,"",
2025-03-01 15:48,2025-03-01 17:35,"Dumbbell Bicep Curl",35,5,"",,,,Biceps,"",
2025-03-01 15:48,2025-03-01 17:35,"patrick step up",0,25,"",,,,Legs,"",
2025-03-01 15:48,2025-03-01 17:35,"patrick step up",0,15,"slanted",,,,Legs,"",
2025-03-01 15:48,2025-03-01 17:35,"patrick step up",0,10,"slanted",,,,Legs,"",
2025-03-01 15:48,2025-03-01 17:35,"ATG split squat",45,10,"",,,,Legs,"",
2025-03-01 15:48,2025-03-01 17:35,"ATG split squat",45,11,"",,,,Legs,"",
2025-03-01 15:48,2025-03-01 17:35,"ATG split squat",65,4,"",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"straight arm bicep ",10,10,"",,,,Biceps,"",
2025-02-24 19:43,2025-02-24 20:46,"straight arm bicep ",10,12,"",,,,Biceps,"",
2025-02-24 19:43,2025-02-24 20:46,"straight arm bicep ",10,12,"",,,,Biceps,"",
2025-02-24 19:43,2025-02-24 20:46,"trap 3 raise",5,14,"",,,,Back,"",
2025-02-24 19:43,2025-02-24 20:46,"trap 3 raise",10,8,"",,,,Back,"",
2025-02-24 19:43,2025-02-24 20:46,"planche leans",0,0,"",,,10,Biceps,"",
2025-02-24 19:43,2025-02-24 20:46,"planche leans",0,0,"",,,10,Biceps,"",
2025-02-24 19:43,2025-02-24 20:46,"planche leans",0,0,"",,,12,Biceps,"",
2025-02-24 19:43,2025-02-24 20:46,"tib raises",0,27,"",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"bent calf raises",0,25,"sl",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"muscle ups",0,5,"banded orange thicc",,,,Back,"",
2025-02-24 19:43,2025-02-24 20:46,"muscle ups",0,2,"banded yellow less thicc rpe 9.5",,,,Back,"",
2025-02-24 19:43,2025-02-24 20:46,"muscle ups",0,3,"banded yellow less thicc rpe 9.7",,,,Back,"",
2025-02-24 19:43,2025-02-24 20:46,"planche lean push ups",0,10,"",,,,Chest,"",
2025-02-24 19:43,2025-02-24 20:46,"planche lean push ups",0,6,"",,,,Chest,"",
2025-02-24 19:43,2025-02-24 20:46,"planche lean push ups",0,8,"",,,,Chest,"",
2025-02-24 19:43,2025-02-24 20:46,"patrick step up",0,25,"",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"patrick step up",0,15,"slanted",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"ATG split squat",45,8,"",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"ATG split squat",45,8,"",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"ATG split squat",60,8,"",,,,Legs,"",
2025-02-24 19:43,2025-02-24 20:46,"deadhang",0,,"",,,50,Back,"",
2025-02-24 19:43,2025-02-24 20:46,"deadhang",0,,"dead af",,,70,Back,"",
2025-02-24 19:43,2025-02-24 20:46,"deadhang",0,,"dead af",,,65,Back,"",
2025-02-18 18:28,2025-02-18 20:00,"straight arm bicep ",10,10,"",,,,Biceps,"",
2025-02-18 18:28,2025-02-18 20:00,"straight arm bicep ",10,10,"",,,,Biceps,"",
2025-02-18 18:28,2025-02-18 20:00,"straight arm bicep ",10,10,"",,,,Biceps,"",
2025-02-18 18:28,2025-02-18 20:00,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-18 18:28,2025-02-18 20:00,"trap 3 raise",5,13,"",,,,Back,"",
2025-02-18 18:28,2025-02-18 20:00,"planche leans",0,0,"",,,10,Biceps,"",
2025-02-18 18:28,2025-02-18 20:00,"planche leans",0,,"",,,9,Biceps,"",
2025-02-18 18:28,2025-02-18 20:00,"planche leans",0,,"",,,10,Biceps,"",
2025-02-18 18:28,2025-02-18 20:00,"tib raises",0,26,"",,,,Legs,"",
2025-02-18 18:28,2025-02-18 20:00,"Pull Up",25,5,"2 mins rest",,,,Back,"",
2025-02-18 18:28,2025-02-18 20:00,"Pull Up",25,2,"2 mins rest rpe 9.5",,,,Back,"",
2025-02-18 18:28,2025-02-18 20:00,"Pull Up",25,4,"2 mins rest rpe 9.5",,,,Back,"",
2025-02-18 18:28,2025-02-18 20:00,"planche lean push ups",0,10,"",,,,Chest,"",
2025-02-18 18:28,2025-02-18 20:00,"planche lean push ups",0,8,"",,,,Chest,"",
2025-02-18 18:28,2025-02-18 20:00,"planche lean push ups",0,5,"",,,,Chest,"",
2025-02-18 18:28,2025-02-18 20:00,"patrick step up",0,25,"",,,,Legs,"",
2025-02-18 18:28,2025-02-18 20:00,"patrick step up",0,15,"slanted",,,,Legs,"",
2025-02-18 18:28,2025-02-18 20:00,"patrick step up",0,3,"slanted, felt my left knee",,,,Legs,"",
2025-02-18 18:28,2025-02-18 20:00,"ATG split squat",0,8,"",,,,Legs,"",
2025-02-18 18:28,2025-02-18 20:00,"ATG split squat",0,8,"",,,,Legs,"",
2025-02-16 17:45,2025-02-16 18:44,"straight arm bicep ",10,10,"",,,,Biceps,"",
2025-02-16 17:45,2025-02-16 18:44,"straight arm bicep ",10,10," ",,,,Biceps,"",
2025-02-16 17:45,2025-02-16 18:44,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-16 17:45,2025-02-16 18:44,"trap 3 raise",5,13,"",,,,Back,"",
2025-02-16 17:45,2025-02-16 18:44,"planche leans",0,,"",,,8,Biceps,"",
2025-02-16 17:45,2025-02-16 18:44,"planche leans",0,,"",,,8,Biceps,"",
2025-02-16 17:45,2025-02-16 18:44,"planche leans",0,,"",,,8,Biceps,"",
2025-02-16 17:45,2025-02-16 18:44,"muscle ups",0,3,"banded",,,,Back,"",
2025-02-16 17:45,2025-02-16 18:44,"muscle ups",0,3,"banded orange thicc",,,,Back,"",
2025-02-16 17:45,2025-02-16 18:44,"muscle ups",0,3,"banded yellow less thicc wrists weak as fuck",,,,Back,"",
2025-02-16 17:45,2025-02-16 18:44,"patrick step up",0,15,"",,,,Legs,"",
2025-02-16 17:45,2025-02-16 18:44,"patrick step up",0,15,"slanted",,,,Legs,"",
2025-02-16 17:45,2025-02-16 18:44,"sprints",,,"",,,,Cardio,"",
2025-02-16 17:45,2025-02-16 18:44,"sprints",,,"",0,0,10,Cardio,"",
2025-02-16 17:45,2025-02-16 18:44,"sprints",,,"",0,0,10,Cardio,"",
2025-02-13 18:06,2025-02-13 19:26,"tib raises",0,25,"",,,,Legs,"",
2025-02-13 18:06,2025-02-13 19:26,"tib raises",0,25,"",,,,Legs,"",
2025-02-13 18:06,2025-02-13 19:26,"bent calf raises",0,25,"sl",,,,Legs,"",
2025-02-13 18:06,2025-02-13 19:26,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-13 18:06,2025-02-13 19:26,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-13 18:06,2025-02-13 19:26,"patrick step up",0,25,"",,,,Legs,"",
2025-02-13 18:06,2025-02-13 19:26,"ATG split squat",0,8,"",,,,Legs,"",
2025-02-13 18:06,2025-02-13 19:26,"ATG split squat",0,10,"",,,,Legs,"",
2025-02-13 18:06,2025-02-13 19:26,"ATG split squat",0,10,"",,,,Legs,"",
2025-02-13 18:06,2025-02-13 19:26,"face pulls",60,12,"good",,,,Back,"",
2025-02-13 18:06,2025-02-13 19:26,"face pulls",70,12,"",,,,Back,"",
2025-02-13 18:06,2025-02-13 19:26,"face pulls",90,8,"",,,,Back,"",
2025-02-13 18:06,2025-02-13 19:26,"sprints",,,"abc high knees ",,,,Cardio,"",
2025-02-13 18:06,2025-02-13 19:26,"sprints",,,"",,,10,Cardio,"",
2025-02-13 18:06,2025-02-13 19:26,"sprints",,,"",,,10,Cardio,"",
2025-02-08 14:14,2025-02-08 16:00,"Incline Dumbbell Press",25,10,"",,,,Chest,"",
2025-02-08 14:14,2025-02-08 16:00,"Incline Dumbbell Press",40,6,"",,,,Chest,"",
2025-02-08 14:14,2025-02-08 16:00,"Incline Dumbbell Press",50,4,"",,,,Chest,"",
2025-02-08 14:14,2025-02-08 16:00,"Incline Dumbbell Press",60,8,"",,,,Chest,"",
2025-02-08 14:14,2025-02-08 16:00,"Incline Dumbbell Press",60,8,"",,,,Chest,"",
2025-02-08 14:14,2025-02-08 16:00,"Incline Dumbbell Press",60,6,"cookèd",,,,Chest,"",
2025-02-08 14:14,2025-02-08 16:00,"Shoulder Dumbbell Press",20,10,"slow",,,,Shoulders,"",
2025-02-08 14:14,2025-02-08 16:00,"Shoulder Dumbbell Press",25,10,"slow",,,,Shoulders,"",
2025-02-08 14:14,2025-02-08 16:00,"Shoulder Dumbbell Press",25,10,"slow",,,,Shoulders,"",
2025-02-08 14:14,2025-02-08 16:00,"shoulder proof",10,10,"",,,,Shoulders,"",
2025-02-08 14:14,2025-02-08 16:00,"shoulder proof",10,10,"slow",,,,Shoulders,"",
2025-02-08 14:14,2025-02-08 16:00,"shoulder proof",15,8,"slow",,,,Shoulders,"",
2025-02-08 14:14,2025-02-08 16:00,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-08 14:14,2025-02-08 16:00,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-08 14:14,2025-02-08 16:00,"Triceps Extensions",50,6,"anytime machine",,,,Triceps,"",
2025-02-08 14:14,2025-02-08 16:00,"Triceps Extensions",50,8,"",,,,Triceps,"",
2025-02-03 22:14,2025-02-03 22:58,"ROKP",,,"4.7 5.1 half half",,,600,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"tib raises",0,25,"",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"tib raises",0,25,"",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"Calf Raises",0,25,"dl",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"bent calf raises",0,25,"18 sl first",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-03 22:14,2025-02-03 22:58,"trap 3 raise",5,12,"",,,,Back,"",
2025-02-03 22:14,2025-02-03 22:58,"ATG split squat",0,8,"",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"ATG split squat",0,8,"",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"ATG split squat",0,8,"",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"patrick step up",0,12,"",,,,Legs,"",
2025-02-03 22:14,2025-02-03 22:58,"face pulls",60,12,"right wrist doesnt feel great",,,,Back,"",
2025-02-03 22:14,2025-02-03 22:58,"face pulls",70,12,"",,,,Back,"",
2025-02-01 23:35,2025-02-02 00:21,"tib raises",0,25,"",,,,Legs,"",
2025-02-01 23:35,2025-02-02 00:21,"tib raises",0,25,"",,,,Legs,"",
2025-02-01 23:35,2025-02-02 00:21,"Calf Raises",0,25,"",,,,Legs,"",
2025-02-01 23:35,2025-02-02 00:21,"bent calf raises",0,25,"15 sl first",,,,Legs,"",
2025-02-01 23:35,2025-02-02 00:21,"patrick step up",0,10,"",,,,Legs,"",
2025-02-01 23:35,2025-02-02 00:21,"ATG split squat",0,7,"",,,,Legs,"",
2025-02-01 23:35,2025-02-02 00:21,"ATG split squat",0,7,"",,,,Legs,"",
2025-02-01 23:35,2025-02-02 00:21,"ATG split squat",0,7,"",,,,Legs,"",
2025-01-31 20:04,2025-01-31 21:11,"tib raises",0,25,"",,,,Legs,"",
2025-01-31 20:04,2025-01-31 21:11,"tib raises",0,25,"",,,,Legs,"",
2025-01-31 20:04,2025-01-31 21:11,"Calf Raises",0,25,"dl",,,,Legs,"",
2025-01-31 20:04,2025-01-31 21:11,"bent calf raises",0,25,"15 sl last ",,,,Legs,"",
2025-01-31 20:04,2025-01-31 21:11,"trap 3 raise",5,12,"",,,,Back,"",
2025-01-31 20:04,2025-01-31 21:11,"trap 3 raise",5,12,"",,,,Back,"",
2025-01-31 20:04,2025-01-31 21:11,"ATG split squat",0,6,"",,,,Legs,"",
2025-01-31 20:04,2025-01-31 21:11,"ATG split squat",0,6,"",,,,Legs,"",
2025-01-31 20:04,2025-01-31 21:11,"ATG split squat",0,6,"",,,,Legs,"",
2025-01-29 20:11,2025-01-29 20:40,"patrick step up",0,25,"",,,,Legs,"",
2025-01-29 20:11,2025-01-29 20:40,"poliquin step up",20,15,"",,,,Legs,"",
2025-01-29 20:11,2025-01-29 20:40,"poliquin step up",20,15,"",,,,Legs,"",
2025-01-29 20:11,2025-01-29 20:40,"poliquin step up",20,15,"",,,,Legs,"",
2025-01-05 19:46,,"Barbell shoulder press",,,"",,,,Shoulders,"",
2025-01-05 19:46,,"Barbell shoulder press",,,"",,,,Shoulders,"",
2025-01-05 19:46,,"Barbell shoulder press",,,"",,,,Shoulders,"",
2025-01-05 19:46,,"Barbell shoulder press",,,"",,,,Shoulders,"",
2025-01-05 19:46,,"Barbell shoulder press",,,"",,,,Shoulders,"",
2025-01-05 19:46,,"trap 3 raise",,,"",,,,Back,"",
2025-01-05 19:46,,"trap 3 raise",,,"",,,,Back,"",
2025-01-05 19:46,,"trap 3 raise",,,"",,,,Back,"",
2025-01-05 19:46,,"patrick step up",,,"",,,,Legs,"",
2025-01-05 19:46,,"poliquin step up",,,"",,,,Legs,"",
2025-01-05 19:46,,"poliquin step up",,,"",,,,Legs,"",
2025-01-05 19:46,,"poliquin step up",,,"",,,,Legs,"",
2025-01-05 19:46,,"Squat",,,"",,,,Legs,"",
2025-01-05 19:46,,"Squat",,,"",,,,Legs,"",
2025-01-05 19:46,,"Squat",,,"",,,,Legs,"",
2025-01-05 19:46,,"Squat",,,"",,,,Legs,"",
2025-01-05 19:46,,"Squat",,,"",,,,Legs,"",
2025-01-05 19:46,,"Squat",,,"",,,,Legs,"",
2025-01-05 19:46,,"seated gm",,,"",,,,Back,"",
2025-01-05 19:46,,"seated gm",,,"",,,,Back,"",
2025-01-05 19:46,,"power clean",90,5,"wup 6 x 45 lbs 4 x 65 lbs 2 x 95 lbs",,,,Legs,"",
2025-01-05 19:46,,"power clean",110,6,"good, tryna get form down",,,,Legs,"",
2025-01-05 19:46,,"power clean",110,6,"good, tryna get form down",,,,Legs,"",
2025-01-05 19:46,,"power clean",110,4,"",,,,Legs,"",
2025-01-05 19:46,,"power clean",,,"",,,,Legs,"",
2024-12-31 17:09,2024-12-31 19:14,"incline machine press",140,6,"25lbs x 12 40 lbs x 6 50 x 4",,,,Chest,"",
2024-12-31 17:09,2024-12-31 19:14,"incline machine press",150,6,"tough",,,,Chest,"",
2024-12-31 17:09,2024-12-31 19:14,"incline machine press",150,6,"tough",,,,Chest,"",
2024-12-31 17:09,2024-12-31 19:14,"incline machine press",150,6,"rpe 10",,,,Chest,"",
2024-12-31 17:09,2024-12-31 19:14,"Pull Up",0,6,"2 mins rest",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"Pull Up",0,6,"2 mins rest",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"Pull Up",0,6,"2 mins rest",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"Pull Up",0,6,"2 mins rest",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"Seated Row",145,7,"rpe 9 feeling weak af",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"Seated Row",130,7,"rpe 9.5",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"Seated Row",130,8,"rpe 9.5",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"face pulls",80,10,"right wrist doesnt feel great",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"trap 3 raise",5,12,"",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"trap 3 raise",5,12,"",,,,Back,"",
2024-12-31 17:09,2024-12-31 19:14,"sprints",,,"",,,,Cardio,"",
2024-12-31 17:09,2024-12-31 19:14,"sprints",,,"",,,,Cardio,"",
2024-12-31 17:09,2024-12-31 19:14,"sprints",,,"",,,,Cardio,"",
2024-12-31 17:09,2024-12-31 19:14,"sprints",,,"",,,,Cardio,"",
2024-12-28 22:59,2024-12-29 00:01,"power clean",95,5,"wup 6 x 45 lbs 4 x 65 lbs 2 x 95 lbs",,,,Legs,"",
2024-12-28 22:59,2024-12-29 00:01,"power clean",105,5,"good, tryna get form down",,,,Legs,"",
2024-12-28 22:59,2024-12-29 00:01,"power clean",105,5,"",,,,Legs,"",
2024-12-28 22:59,2024-12-29 00:01,"power clean",105,3,"",,,,Legs,"",
2024-12-28 22:59,2024-12-29 00:01,"Incline Dumbbell Press",25,10,"",,,,Chest,"",
2024-12-28 22:59,2024-12-29 00:01,"Incline Dumbbell Press",40,6,"",,,,Chest,"",
2024-12-28 22:59,2024-12-29 00:01,"Incline Dumbbell Press",55,3,"",,,,Chest,"",
2024-12-28 22:59,2024-12-29 00:01,"Incline Dumbbell Press",60,6,"",,,,Chest,"",
2024-12-28 22:59,2024-12-29 00:01,"Incline Dumbbell Press",60,6,"",,,,Chest,"",
2024-12-28 22:59,2024-12-29 00:01,"Incline Dumbbell Press",60,6,"cookèd",,,,Chest,"",
2024-12-28 22:59,2024-12-29 00:01,"glute machine buzzfit",25,20,"",,,,Legs,"",
2024-12-28 22:59,2024-12-29 00:01,"glute machine buzzfit",45,9,"",,,,Legs,"",
2024-12-28 22:59,2024-12-29 00:01,"glute machine buzzfit",75,8,"",,,,Legs,"",
2024-12-28 22:59,2024-12-29 00:01,"glute machine buzzfit",100,6,"",,,,Legs,"",
2024-12-26 20:17,2024-12-26 21:48,"patrick step up",0,25,"",,,,Legs,"",
2024-12-26 20:17,2024-12-26 21:48,"poliquin step up",20,15,"",,,,Legs,"",
2024-12-26 20:17,2024-12-26 21:48,"poliquin step up",20,15,"",,,,Legs,"",
2024-12-26 20:17,2024-12-26 21:48,"poliquin step up",20,15,"",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"Barbell shoulder press",40,10,"",,,,Shoulders,"",
2024-12-04 21:33,2024-12-04 22:32,"Barbell shoulder press",60,5,"",,,,Shoulders,"",
2024-12-04 21:33,2024-12-04 22:32,"Barbell shoulder press",75,8,"rpe 8.5",,,,Shoulders,"",
2024-12-04 21:33,2024-12-04 22:32,"Barbell shoulder press",75,8,"rpe 9.5",,,,Shoulders,"",
2024-12-04 21:33,2024-12-04 22:32,"Barbell shoulder press",75,7,"rpe 9.5 into  5 x 60 lbs",,,,Shoulders,"",
2024-12-04 21:33,2024-12-04 22:32,"trap 3 raise",5,10,"",,,,Back,"",
2024-12-04 21:33,2024-12-04 22:32,"trap 3 raise",7.5,10,"",,,,Back,"",
2024-12-04 21:33,2024-12-04 22:32,"trap 3 raise",7.5,5,"8 x 5 lbs",,,,Back,"",
2024-12-04 21:33,2024-12-04 22:32,"patrick step up",0,25,"",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"poliquin step up",20,12,"",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"poliquin step up",20,15,"",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"poliquin step up",20,8,"",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"Squat",75,5,"wup",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"Squat",100,2,"wup",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"Squat",135,8,"rpe 8",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"Squat",155,6,"rpe 9",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"Squat",155,6,"rpe 9",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"Squat",155,6,"rpe 9",,,,Legs,"",
2024-12-04 21:33,2024-12-04 22:32,"seated gm",45,10,"",,,,Back,"",
2024-12-04 21:33,2024-12-04 22:32,"seated gm",45,10,"sl, tough",,,,Back,"",
2024-11-22 22:14,2024-11-22 23:02,"back extension",0,12,"ok",,,,Back,"",
2024-11-22 22:14,2024-11-22 23:02,"back extension",20,9,"then 3 bw",,,,Back,"",
